CustomerID;FirstName;LastName;EmailAddress;LocationCity;LocationState;LocationCountry;Gender;AgeGroup;CustomerType
6757;Laura;Brown;laura.brown6757@example.com;New York;NSW;Australia;Female;18-24;Returning
6758;John;Williams;john.williams6758@example.com;Sydney;BE;Japan;Other;55-64;Returning
6759;John;Miller;john.miller6759@example.com;Sydney;ENG;Canada;Male;35-44;VIP
6760;Jane;Garcia;jane.garcia6760@example.com;Tokyo;ENG;Japan;Male;25-34;Returning
6761;David;Brown;david.brown6761@example.com;New York;BE;Canada;Other;35-44;Returning
6762;Sarah;Garcia;sarah.garcia6762@example.com;Sydney;NSW;USA;Other;25-34;Returning
6763;Chris;Williams;chris.williams6763@example.com;Tokyo;ENG;France;Female;55-64;VIP
6764;Chris;Davis;chris.davis6764@example.com;Paris;TKY;USA;Male;18-24;New
6765;Peter;Garcia;peter.garcia6765@example.com;Paris;TKY;Australia;Female;18-24;VIP
6766;Emily;Garcia;emily.garcia6766@example.com;Sydney;ENG;USA;Female;55-64;New
6767;David;Garcia;david.garcia6767@example.com;Sydney;ENG;Japan;Male;18-24;Returning
6768;Sarah;Smith;sarah.smith6768@example.com;Tokyo;ENG;USA;Male;45-54;VIP
6769;Emily;Miller;emily.miller6769@example.com;Tokyo;BE;USA;Male;18-24;Returning
6770;Peter;Miller;peter.miller6770@example.com;Tokyo;NY;France;Female;65+;Returning
6771;Chris;Smith;chris.smith6771@example.com;Tokyo;IDF;France;Male;18-24;VIP
6772;Emily;Williams;emily.williams6772@example.com;Tokyo;IDF;Canada;Male;45-54;VIP
6773;Emily;Miller;emily.miller6773@example.com;Toronto;IDF;USA;Female;65+;VIP
6774;Sarah;Garcia;sarah.garcia6774@example.com;Paris;NSW;Australia;Male;45-54;New
6775;Sarah;Brown;sarah.brown6775@example.com;Tokyo;BE;Japan;Female;65+;New
6776;John;Garcia;john.garcia6776@example.com;Toronto;NSW;France;Other;45-54;VIP
6777;John;Jones;john.jones6777@example.com;New York;ON;UK;Female;18-24;Returning
6778;Jane;Brown;jane.brown6778@example.com;Toronto;IDF;USA;Male;65+;New
6779;Sarah;Williams;sarah.williams6779@example.com;Toronto;NY;Japan;Female;35-44;VIP
6780;Chris;Jones;chris.jones6780@example.com;New York;NSW;Japan;Female;18-24;VIP
6781;John;Davis;john.davis6781@example.com;London;IDF;UK;Female;65+;VIP
6782;Chris;Williams;chris.williams6782@example.com;New York;ON;Canada;Male;45-54;Returning
6783;Chris;Brown;chris.brown6783@example.com;Berlin;TKY;Canada;Male;55-64;VIP
6784;John;Miller;john.miller6784@example.com;Berlin;BE;France;Other;35-44;VIP
6785;Emily;Smith;emily.smith6785@example.com;London;ON;USA;Other;25-34;VIP
6786;Peter;Garcia;peter.garcia6786@example.com;London;ENG;UK;Other;35-44;Returning
6787;Peter;Miller;peter.miller6787@example.com;Toronto;TKY;Japan;Other;35-44;New
6788;Jane;Davis;jane.davis6788@example.com;Berlin;IDF;France;Male;18-24;New
6789;Sarah;Brown;sarah.brown6789@example.com;Tokyo;ENG;Japan;Other;55-64;VIP
6790;Peter;Williams;peter.williams6790@example.com;London;NSW;UK;Male;45-54;New
6791;Laura;Williams;laura.williams6791@example.com;Berlin;ON;Germany;Female;55-64;Returning
6792;Emily;Brown;emily.brown6792@example.com;Berlin;ON;USA;Other;45-54;New
6793;Peter;Brown;peter.brown6793@example.com;Berlin;BE;UK;Male;35-44;Returning
6794;Sarah;Williams;sarah.williams6794@example.com;Sydney;IDF;Australia;Female;55-64;New
6795;Chris;Brown;chris.brown6795@example.com;London;ON;Canada;Other;65+;Returning
6796;Chris;Garcia;chris.garcia6796@example.com;Berlin;TKY;Japan;Male;35-44;New
6797;Peter;Doe;peter.doe6797@example.com;New York;NY;Australia;Female;18-24;VIP
6798;Jane;Doe;jane.doe6798@example.com;Paris;ENG;Australia;Other;65+;VIP
6799;David;Brown;david.brown6799@example.com;London;ENG;Japan;Male;55-64;Returning
6800;Laura;Brown;laura.brown6800@example.com;Berlin;IDF;UK;Male;65+;VIP
6801;Peter;Garcia;peter.garcia6801@example.com;New York;TKY;Japan;Male;65+;VIP
6802;Peter;Davis;peter.davis6802@example.com;Sydney;NY;Japan;Male;35-44;VIP
6803;Chris;Miller;chris.miller6803@example.com;Paris;NY;Canada;Other;45-54;VIP
6804;Laura;Doe;laura.doe6804@example.com;Paris;TKY;UK;Other;35-44;VIP
6805;Jane;Smith;jane.smith6805@example.com;London;NSW;Canada;Other;18-24;VIP
6806;Peter;Davis;peter.davis6806@example.com;Berlin;IDF;France;Male;55-64;New
6807;Jane;Jones;jane.jones6807@example.com;Sydney;ENG;France;Other;25-34;VIP
6808;John;Miller;john.miller6808@example.com;London;NY;USA;Female;18-24;Returning
6809;John;Smith;john.smith6809@example.com;Toronto;ON;UK;Male;35-44;VIP
6810;Laura;Smith;laura.smith6810@example.com;Paris;NY;Germany;Female;35-44;Returning
6811;Chris;Doe;chris.doe6811@example.com;Tokyo;IDF;Japan;Male;18-24;VIP
6812;David;Miller;david.miller6812@example.com;Sydney;TKY;Canada;Male;45-54;Returning
6813;Peter;Garcia;peter.garcia6813@example.com;Paris;TKY;UK;Other;18-24;Returning
6814;Laura;Miller;laura.miller6814@example.com;London;NY;UK;Female;65+;New
6815;Laura;Garcia;laura.garcia6815@example.com;Tokyo;TKY;Germany;Other;45-54;VIP
6816;John;Miller;john.miller6816@example.com;London;BE;USA;Female;18-24;Returning
6817;Laura;Smith;laura.smith6817@example.com;Toronto;NY;France;Male;45-54;New
6818;John;Brown;john.brown6818@example.com;Sydney;ON;France;Female;18-24;VIP
6819;Laura;Brown;laura.brown6819@example.com;London;ON;UK;Other;65+;Returning
6820;Chris;Smith;chris.smith6820@example.com;New York;NSW;France;Male;65+;Returning
6821;John;Doe;john.doe6821@example.com;Berlin;TKY;Australia;Female;35-44;Returning
6822;Laura;Smith;laura.smith6822@example.com;Tokyo;NY;USA;Male;55-64;New
6823;Sarah;Davis;sarah.davis6823@example.com;Paris;ON;France;Male;25-34;VIP
6824;Emily;Williams;emily.williams6824@example.com;Toronto;ENG;Japan;Other;18-24;New
6825;Emily;Smith;emily.smith6825@example.com;Berlin;ENG;Canada;Female;18-24;VIP
6826;Peter;Garcia;peter.garcia6826@example.com;Tokyo;IDF;UK;Male;25-34;VIP
6827;Sarah;Garcia;sarah.garcia6827@example.com;Tokyo;IDF;Australia;Female;18-24;Returning
6828;Sarah;Garcia;sarah.garcia6828@example.com;London;IDF;Germany;Other;55-64;Returning
6829;Chris;Miller;chris.miller6829@example.com;Paris;NY;UK;Female;55-64;New
6830;Sarah;Williams;sarah.williams6830@example.com;Sydney;TKY;Canada;Female;35-44;VIP
6831;Jane;Smith;jane.smith6831@example.com;Tokyo;ON;Australia;Female;35-44;Returning
6832;John;Doe;john.doe6832@example.com;Toronto;ON;UK;Female;65+;VIP
6833;Sarah;Brown;sarah.brown6833@example.com;Sydney;TKY;Germany;Female;25-34;Returning
6834;Chris;Doe;chris.doe6834@example.com;London;TKY;UK;Male;18-24;VIP
6835;Emily;Doe;emily.doe6835@example.com;Berlin;TKY;France;Other;65+;Returning
6836;Emily;Miller;emily.miller6836@example.com;Tokyo;ON;Germany;Female;65+;VIP
6837;David;Brown;david.brown6837@example.com;London;NSW;USA;Male;35-44;VIP
6838;Emily;Davis;emily.davis6838@example.com;Tokyo;ENG;France;Other;55-64;New
6839;Laura;Garcia;laura.garcia6839@example.com;Tokyo;BE;USA;Male;25-34;Returning
6840;Sarah;Brown;sarah.brown6840@example.com;London;NSW;USA;Other;35-44;VIP
6841;John;Davis;john.davis6841@example.com;Tokyo;ON;Canada;Female;18-24;New
6842;Jane;Brown;jane.brown6842@example.com;Sydney;BE;Japan;Other;65+;New
6843;Laura;Smith;laura.smith6843@example.com;Berlin;TKY;Australia;Female;65+;New
6844;John;Doe;john.doe6844@example.com;Tokyo;ON;Japan;Other;45-54;Returning
6845;David;Garcia;david.garcia6845@example.com;Paris;BE;Japan;Other;55-64;VIP
6846;Peter;Williams;peter.williams6846@example.com;London;ENG;Australia;Female;55-64;VIP
6847;John;Miller;john.miller6847@example.com;New York;NY;Japan;Other;65+;Returning
6848;Jane;Jones;jane.jones6848@example.com;New York;NSW;Germany;Female;18-24;VIP
6849;Peter;Brown;peter.brown6849@example.com;New York;IDF;Australia;Other;45-54;VIP
6850;David;Jones;david.jones6850@example.com;London;IDF;UK;Other;18-24;New
6851;Chris;Miller;chris.miller6851@example.com;Berlin;NSW;Japan;Female;25-34;Returning
6852;John;Williams;john.williams6852@example.com;New York;IDF;Australia;Other;65+;VIP
6853;David;Williams;david.williams6853@example.com;New York;TKY;Japan;Female;35-44;VIP
6854;Emily;Jones;emily.jones6854@example.com;Toronto;TKY;Japan;Other;25-34;Returning
6855;David;Garcia;david.garcia6855@example.com;New York;ENG;Canada;Other;45-54;New
6856;David;Doe;david.doe6856@example.com;Tokyo;NSW;Canada;Other;55-64;Returning
6857;Chris;Jones;chris.jones6857@example.com;New York;NY;USA;Male;25-34;Returning
6858;Jane;Williams;jane.williams6858@example.com;Berlin;ENG;Japan;Female;65+;VIP
6859;Chris;Davis;chris.davis6859@example.com;Paris;ON;France;Other;35-44;VIP
6860;Sarah;Miller;sarah.miller6860@example.com;Paris;NY;UK;Female;35-44;Returning
6861;Peter;Doe;peter.doe6861@example.com;Paris;ON;Germany;Female;25-34;New
6862;Peter;Garcia;peter.garcia6862@example.com;Berlin;ON;Germany;Male;45-54;New
6863;Emily;Brown;emily.brown6863@example.com;London;BE;UK;Female;25-34;VIP
6864;Laura;Jones;laura.jones6864@example.com;Tokyo;ENG;UK;Other;18-24;New
6865;Peter;Brown;peter.brown6865@example.com;New York;ENG;USA;Male;25-34;VIP
6866;Jane;Miller;jane.miller6866@example.com;Berlin;IDF;France;Female;55-64;VIP
6867;John;Garcia;john.garcia6867@example.com;Berlin;TKY;Japan;Female;65+;New
6868;Emily;Davis;emily.davis6868@example.com;New York;IDF;France;Male;45-54;VIP
6869;Sarah;Garcia;sarah.garcia6869@example.com;Paris;NSW;Canada;Other;18-24;VIP
6870;Jane;Brown;jane.brown6870@example.com;Berlin;IDF;USA;Female;45-54;New
6871;Laura;Williams;laura.williams6871@example.com;Tokyo;TKY;UK;Other;65+;VIP
6872;Chris;Jones;chris.jones6872@example.com;New York;IDF;Australia;Female;45-54;VIP
6873;Jane;Doe;jane.doe6873@example.com;London;NY;Canada;Male;65+;VIP
6874;Laura;Garcia;laura.garcia6874@example.com;Berlin;ENG;Japan;Female;45-54;VIP
6875;Laura;Brown;laura.brown6875@example.com;Toronto;ENG;Australia;Other;45-54;Returning
6876;Peter;Brown;peter.brown6876@example.com;Toronto;BE;Japan;Male;45-54;New
6877;John;Williams;john.williams6877@example.com;Paris;ON;France;Other;55-64;VIP
6878;Emily;Jones;emily.jones6878@example.com;Tokyo;ON;UK;Other;65+;VIP
6879;Peter;Jones;peter.jones6879@example.com;New York;TKY;France;Male;45-54;Returning
6880;Sarah;Williams;sarah.williams6880@example.com;Sydney;TKY;UK;Other;55-64;VIP
6881;Jane;Jones;jane.jones6881@example.com;Toronto;BE;Germany;Other;45-54;VIP
6882;Emily;Garcia;emily.garcia6882@example.com;Paris;ON;UK;Other;35-44;New
6883;John;Brown;john.brown6883@example.com;Tokyo;NY;Germany;Other;65+;VIP
6884;Sarah;Miller;sarah.miller6884@example.com;Toronto;ENG;Japan;Female;18-24;VIP
6885;John;Jones;john.jones6885@example.com;Sydney;TKY;France;Female;18-24;Returning
6886;Sarah;Doe;sarah.doe6886@example.com;Berlin;TKY;Japan;Other;65+;VIP
6887;Laura;Davis;laura.davis6887@example.com;Berlin;IDF;Japan;Male;65+;VIP
6888;Sarah;Garcia;sarah.garcia6888@example.com;Paris;IDF;USA;Male;25-34;VIP
6889;John;Doe;john.doe6889@example.com;New York;NSW;France;Male;35-44;New
6890;Sarah;Miller;sarah.miller6890@example.com;Tokyo;NY;Australia;Female;55-64;Returning
6891;John;Garcia;john.garcia6891@example.com;London;ON;France;Male;45-54;VIP
6892;Sarah;Doe;sarah.doe6892@example.com;Paris;ON;Australia;Other;55-64;VIP
6893;John;Davis;john.davis6893@example.com;Toronto;BE;Germany;Female;18-24;New
6894;Emily;Jones;emily.jones6894@example.com;London;BE;Germany;Other;45-54;Returning
6895;Sarah;Miller;sarah.miller6895@example.com;Toronto;IDF;USA;Male;35-44;Returning
6896;Laura;Jones;laura.jones6896@example.com;Berlin;BE;France;Other;55-64;New
6897;David;Brown;david.brown6897@example.com;Toronto;NY;Japan;Female;45-54;New
6898;John;Garcia;john.garcia6898@example.com;London;ON;France;Male;18-24;New
6899;Peter;Garcia;peter.garcia6899@example.com;Sydney;ENG;USA;Male;18-24;New
6900;Laura;Davis;laura.davis6900@example.com;Tokyo;ENG;UK;Other;45-54;Returning
6901;John;Miller;john.miller6901@example.com;New York;IDF;Australia;Other;45-54;Returning
6902;Sarah;Jones;sarah.jones6902@example.com;Sydney;ON;France;Male;45-54;VIP
6903;Emily;Doe;emily.doe6903@example.com;New York;BE;France;Male;45-54;Returning
6904;Emily;Jones;emily.jones6904@example.com;Toronto;NY;USA;Male;25-34;New
6905;Peter;Smith;peter.smith6905@example.com;Berlin;NSW;Japan;Male;55-64;VIP
6906;Sarah;Miller;sarah.miller6906@example.com;Berlin;TKY;France;Female;55-64;New
6907;Jane;Davis;jane.davis6907@example.com;Paris;IDF;USA;Male;45-54;New
6908;Laura;Miller;laura.miller6908@example.com;Toronto;NY;Australia;Female;18-24;Returning
6909;Peter;Garcia;peter.garcia6909@example.com;Toronto;BE;UK;Female;25-34;New
6910;David;Davis;david.davis6910@example.com;Tokyo;TKY;Australia;Other;45-54;Returning
6911;Chris;Smith;chris.smith6911@example.com;Sydney;BE;France;Female;45-54;New
6912;Laura;Miller;laura.miller6912@example.com;London;TKY;Japan;Female;65+;VIP
6913;Laura;Doe;laura.doe6913@example.com;Sydney;ON;Australia;Female;18-24;Returning
6914;Peter;Jones;peter.jones6914@example.com;Berlin;BE;Australia;Other;25-34;VIP
6915;Laura;Williams;laura.williams6915@example.com;Tokyo;TKY;USA;Other;18-24;Returning
6916;Chris;Jones;chris.jones6916@example.com;Berlin;ON;Australia;Other;18-24;Returning
6917;Laura;Garcia;laura.garcia6917@example.com;Berlin;NY;Canada;Male;25-34;New
6918;Laura;Miller;laura.miller6918@example.com;New York;NSW;France;Male;55-64;New
6919;Chris;Williams;chris.williams6919@example.com;Toronto;NY;Japan;Male;45-54;New
6920;Sarah;Williams;sarah.williams6920@example.com;London;NY;UK;Female;45-54;VIP
6921;Emily;Garcia;emily.garcia6921@example.com;Sydney;NY;Australia;Female;65+;New
6922;Emily;Garcia;emily.garcia6922@example.com;Tokyo;IDF;UK;Other;25-34;Returning
6923;Emily;Jones;emily.jones6923@example.com;New York;NY;Canada;Male;55-64;VIP
6924;Laura;Doe;laura.doe6924@example.com;New York;ON;France;Female;18-24;Returning
6925;Emily;Doe;emily.doe6925@example.com;Paris;IDF;Australia;Other;18-24;Returning
6926;John;Davis;john.davis6926@example.com;Berlin;ENG;France;Male;35-44;VIP
6927;Laura;Jones;laura.jones6927@example.com;Paris;BE;Australia;Other;55-64;Returning
6928;Sarah;Brown;sarah.brown6928@example.com;Sydney;TKY;UK;Male;45-54;New
6929;John;Brown;john.brown6929@example.com;Toronto;ENG;USA;Female;55-64;VIP
6930;John;Miller;john.miller6930@example.com;London;NY;Canada;Male;18-24;New
6931;Peter;Davis;peter.davis6931@example.com;Toronto;ENG;Germany;Female;45-54;New
6932;Laura;Davis;laura.davis6932@example.com;New York;IDF;Japan;Other;25-34;Returning
6933;Laura;Brown;laura.brown6933@example.com;Tokyo;TKY;USA;Other;55-64;VIP
6934;Emily;Garcia;emily.garcia6934@example.com;Paris;NY;France;Male;35-44;New
6935;David;Williams;david.williams6935@example.com;New York;NSW;France;Other;55-64;New
6936;Emily;Brown;emily.brown6936@example.com;Sydney;ENG;Germany;Other;65+;New
6937;Emily;Williams;emily.williams6937@example.com;Sydney;TKY;UK;Other;65+;New
6938;Laura;Williams;laura.williams6938@example.com;Tokyo;TKY;Japan;Male;65+;New
6939;Laura;Jones;laura.jones6939@example.com;Sydney;IDF;UK;Female;35-44;VIP
6940;Laura;Miller;laura.miller6940@example.com;New York;TKY;Japan;Female;18-24;Returning
6941;Emily;Miller;emily.miller6941@example.com;London;ON;Germany;Other;55-64;Returning
6942;Chris;Garcia;chris.garcia6942@example.com;Paris;ENG;France;Female;45-54;New
6943;Chris;Brown;chris.brown6943@example.com;Paris;NSW;Canada;Female;25-34;New
6944;Emily;Miller;emily.miller6944@example.com;London;NY;Australia;Other;18-24;New
6945;Laura;Jones;laura.jones6945@example.com;London;BE;Australia;Female;45-54;VIP
6946;Sarah;Jones;sarah.jones6946@example.com;New York;TKY;Australia;Female;35-44;VIP
6947;Laura;Brown;laura.brown6947@example.com;Tokyo;NSW;USA;Female;25-34;New
6948;John;Miller;john.miller6948@example.com;New York;TKY;UK;Female;18-24;Returning
6949;David;Doe;david.doe6949@example.com;New York;ON;USA;Female;45-54;VIP
6950;Peter;Miller;peter.miller6950@example.com;London;NY;USA;Other;55-64;New
6951;Chris;Jones;chris.jones6951@example.com;Berlin;NY;Australia;Female;18-24;Returning
6952;Sarah;Garcia;sarah.garcia6952@example.com;New York;NSW;Canada;Female;18-24;New
6953;Chris;Williams;chris.williams6953@example.com;Toronto;TKY;France;Male;55-64;New
6954;Emily;Doe;emily.doe6954@example.com;Sydney;IDF;USA;Male;25-34;New
6955;David;Smith;david.smith6955@example.com;New York;ON;Japan;Female;18-24;New
6956;David;Garcia;david.garcia6956@example.com;Sydney;ON;UK;Other;35-44;New
6957;Jane;Garcia;jane.garcia6957@example.com;Toronto;NSW;UK;Male;45-54;VIP
6958;Laura;Jones;laura.jones6958@example.com;Toronto;ON;France;Other;55-64;New
6959;Emily;Miller;emily.miller6959@example.com;London;TKY;Australia;Other;18-24;VIP
6960;Emily;Jones;emily.jones6960@example.com;Sydney;ENG;Canada;Female;18-24;New
6961;David;Miller;david.miller6961@example.com;New York;IDF;France;Other;35-44;VIP
6962;Sarah;Miller;sarah.miller6962@example.com;Berlin;NY;Japan;Female;25-34;New
6963;Sarah;Davis;sarah.davis6963@example.com;Paris;IDF;Japan;Male;55-64;New
6964;Chris;Williams;chris.williams6964@example.com;Paris;BE;UK;Male;65+;VIP
6965;Peter;Doe;peter.doe6965@example.com;Sydney;NSW;USA;Male;35-44;VIP
6966;Jane;Williams;jane.williams6966@example.com;New York;ENG;UK;Female;45-54;VIP
6967;John;Doe;john.doe6967@example.com;Berlin;ENG;USA;Female;65+;VIP
6968;David;Smith;david.smith6968@example.com;Tokyo;ENG;Canada;Male;18-24;VIP
6969;Jane;Brown;jane.brown6969@example.com;Berlin;BE;UK;Other;65+;VIP
6970;Sarah;Smith;sarah.smith6970@example.com;Berlin;IDF;Canada;Male;55-64;Returning
6971;Sarah;Smith;sarah.smith6971@example.com;Toronto;BE;France;Female;65+;VIP
6972;Sarah;Smith;sarah.smith6972@example.com;Sydney;BE;Japan;Female;18-24;VIP
6973;David;Garcia;david.garcia6973@example.com;Tokyo;NY;France;Other;18-24;VIP
6974;Chris;Smith;chris.smith6974@example.com;Paris;BE;France;Female;25-34;VIP
6975;Emily;Doe;emily.doe6975@example.com;Tokyo;TKY;Germany;Male;25-34;Returning
6976;Emily;Williams;emily.williams6976@example.com;New York;ON;Canada;Male;65+;Returning
6977;Peter;Miller;peter.miller6977@example.com;Paris;ENG;France;Other;25-34;Returning
6978;John;Davis;john.davis6978@example.com;Toronto;ON;Japan;Other;55-64;Returning
6979;John;Williams;john.williams6979@example.com;Tokyo;IDF;USA;Male;45-54;New
6980;Sarah;Davis;sarah.davis6980@example.com;Toronto;NY;USA;Female;65+;Returning
6981;John;Williams;john.williams6981@example.com;Sydney;BE;Germany;Female;35-44;VIP
6982;Chris;Miller;chris.miller6982@example.com;Toronto;IDF;Canada;Female;18-24;New
6983;Sarah;Smith;sarah.smith6983@example.com;Paris;NSW;Germany;Female;25-34;Returning
6984;Peter;Smith;peter.smith6984@example.com;London;NSW;USA;Other;45-54;Returning
6985;Jane;Williams;jane.williams6985@example.com;Paris;ON;Japan;Male;55-64;VIP
6986;Sarah;Doe;sarah.doe6986@example.com;Sydney;TKY;Canada;Male;18-24;New
6987;Peter;Doe;peter.doe6987@example.com;Paris;ON;Canada;Other;45-54;VIP
6988;Jane;Davis;jane.davis6988@example.com;Sydney;IDF;Germany;Other;18-24;VIP
6989;Sarah;Miller;sarah.miller6989@example.com;Sydney;NSW;France;Other;18-24;Returning
6990;David;Williams;david.williams6990@example.com;Paris;IDF;Japan;Female;35-44;New
6991;Sarah;Garcia;sarah.garcia6991@example.com;New York;TKY;USA;Male;65+;Returning
6992;Jane;Garcia;jane.garcia6992@example.com;London;TKY;USA;Female;35-44;New
6993;Jane;Miller;jane.miller6993@example.com;Sydney;TKY;Germany;Male;35-44;Returning
6994;Emily;Jones;emily.jones6994@example.com;Toronto;BE;UK;Other;65+;New
6995;Emily;Jones;emily.jones6995@example.com;Toronto;BE;USA;Male;35-44;Returning
6996;Chris;Jones;chris.jones6996@example.com;Toronto;ON;Germany;Female;18-24;New
6997;David;Doe;david.doe6997@example.com;Tokyo;NY;Germany;Other;25-34;New
6998;Sarah;Doe;sarah.doe6998@example.com;Berlin;NY;Canada;Other;25-34;Returning
6999;David;Garcia;david.garcia6999@example.com;Paris;NY;Canada;Male;65+;Returning
7000;Peter;Smith;peter.smith7000@example.com;Sydney;NY;Australia;Male;65+;New
7001;Sarah;Smith;sarah.smith7001@example.com;New York;NY;France;Male;55-64;New
7002;Chris;Miller;chris.miller7002@example.com;Tokyo;ON;France;Female;18-24;Returning
7003;Peter;Miller;peter.miller7003@example.com;New York;NY;USA;Other;25-34;Returning
7004;David;Davis;david.davis7004@example.com;Paris;BE;Australia;Other;45-54;New
7005;Jane;Jones;jane.jones7005@example.com;Sydney;NSW;Canada;Male;45-54;Returning
7006;David;Jones;david.jones7006@example.com;Paris;TKY;France;Other;18-24;New
7007;Sarah;Williams;sarah.williams7007@example.com;London;NSW;UK;Female;65+;New
7008;Laura;Davis;laura.davis7008@example.com;Berlin;ENG;Germany;Other;55-64;VIP
7009;Sarah;Davis;sarah.davis7009@example.com;Toronto;NSW;France;Other;55-64;VIP
7010;Laura;Garcia;laura.garcia7010@example.com;Toronto;TKY;Canada;Female;18-24;VIP
7011;John;Brown;john.brown7011@example.com;New York;BE;USA;Other;18-24;VIP
7012;Laura;Garcia;laura.garcia7012@example.com;New York;NSW;France;Other;55-64;VIP
7013;Peter;Smith;peter.smith7013@example.com;Sydney;ON;France;Male;55-64;VIP
7014;Jane;Garcia;jane.garcia7014@example.com;Paris;ON;USA;Female;35-44;New
7015;John;Williams;john.williams7015@example.com;Sydney;NSW;USA;Male;18-24;VIP
7016;Sarah;Davis;sarah.davis7016@example.com;Paris;ENG;Germany;Female;18-24;New
7017;Emily;Doe;emily.doe7017@example.com;Toronto;ON;Japan;Female;18-24;VIP
7018;Emily;Doe;emily.doe7018@example.com;Tokyo;TKY;France;Female;45-54;VIP
7019;Sarah;Miller;sarah.miller7019@example.com;Berlin;BE;USA;Female;55-64;New
7020;David;Garcia;david.garcia7020@example.com;Tokyo;NSW;USA;Male;55-64;Returning
7021;Peter;Williams;peter.williams7021@example.com;London;NY;Japan;Female;25-34;Returning
7022;Sarah;Williams;sarah.williams7022@example.com;Toronto;TKY;Japan;Female;35-44;VIP
7023;Emily;Doe;emily.doe7023@example.com;New York;ON;Germany;Other;55-64;VIP
7024;Sarah;Smith;sarah.smith7024@example.com;Tokyo;IDF;France;Male;25-34;Returning
7025;Peter;Brown;peter.brown7025@example.com;Toronto;BE;Australia;Female;35-44;VIP
7026;Jane;Williams;jane.williams7026@example.com;Tokyo;NSW;Germany;Female;18-24;Returning
7027;Peter;Williams;peter.williams7027@example.com;Tokyo;ON;Japan;Male;45-54;Returning
7028;Jane;Doe;jane.doe7028@example.com;Toronto;IDF;France;Other;45-54;Returning
7029;Sarah;Garcia;sarah.garcia7029@example.com;Tokyo;ENG;Japan;Female;35-44;VIP
7030;Laura;Williams;laura.williams7030@example.com;Sydney;BE;Japan;Other;55-64;New
7031;John;Smith;john.smith7031@example.com;London;IDF;Canada;Female;55-64;VIP
7032;Laura;Brown;laura.brown7032@example.com;Sydney;TKY;USA;Male;65+;New
7033;Chris;Brown;chris.brown7033@example.com;Tokyo;NSW;Japan;Male;35-44;New
7034;Emily;Jones;emily.jones7034@example.com;Toronto;ON;UK;Other;35-44;VIP
7035;Chris;Miller;chris.miller7035@example.com;London;NSW;Canada;Female;65+;VIP
7036;Laura;Smith;laura.smith7036@example.com;London;ON;Canada;Male;25-34;Returning
7037;David;Doe;david.doe7037@example.com;New York;BE;UK;Female;25-34;VIP
7038;Chris;Brown;chris.brown7038@example.com;Toronto;ENG;France;Other;25-34;VIP
7039;David;Miller;david.miller7039@example.com;Toronto;NY;UK;Other;35-44;Returning
7040;John;Brown;john.brown7040@example.com;New York;NY;Australia;Other;35-44;New
7041;Sarah;Smith;sarah.smith7041@example.com;Paris;ON;Canada;Male;45-54;VIP
7042;John;Williams;john.williams7042@example.com;Paris;NY;France;Female;45-54;VIP
7043;John;Brown;john.brown7043@example.com;Toronto;TKY;Canada;Other;45-54;Returning
7044;John;Davis;john.davis7044@example.com;Tokyo;NY;Germany;Male;25-34;New
7045;Laura;Jones;laura.jones7045@example.com;Berlin;IDF;Germany;Other;45-54;VIP
7046;Sarah;Miller;sarah.miller7046@example.com;Tokyo;ENG;USA;Other;25-34;Returning
7047;Sarah;Williams;sarah.williams7047@example.com;New York;NY;France;Female;65+;VIP
7048;Peter;Doe;peter.doe7048@example.com;New York;NSW;UK;Other;18-24;Returning
7049;Laura;Jones;laura.jones7049@example.com;London;NSW;Germany;Male;55-64;VIP
7050;Laura;Jones;laura.jones7050@example.com;Paris;NSW;USA;Other;45-54;VIP
7051;Laura;Davis;laura.davis7051@example.com;Toronto;IDF;France;Female;65+;VIP
7052;Chris;Davis;chris.davis7052@example.com;London;IDF;UK;Female;45-54;New
7053;Sarah;Jones;sarah.jones7053@example.com;Berlin;ON;Australia;Other;55-64;Returning
7054;Emily;Doe;emily.doe7054@example.com;Toronto;TKY;Germany;Male;25-34;Returning
7055;Laura;Garcia;laura.garcia7055@example.com;Toronto;BE;Canada;Female;25-34;VIP
7056;Peter;Davis;peter.davis7056@example.com;Paris;ENG;Australia;Male;55-64;VIP
7057;Chris;Miller;chris.miller7057@example.com;Berlin;ON;Canada;Other;65+;Returning
7058;Emily;Jones;emily.jones7058@example.com;Toronto;NY;France;Other;65+;New
7059;Laura;Davis;laura.davis7059@example.com;Sydney;ON;Australia;Male;35-44;VIP
7060;Chris;Brown;chris.brown7060@example.com;Tokyo;BE;France;Female;18-24;VIP
7061;John;Brown;john.brown7061@example.com;New York;ENG;France;Female;65+;Returning
7062;Laura;Davis;laura.davis7062@example.com;New York;ON;UK;Other;45-54;VIP
7063;David;Garcia;david.garcia7063@example.com;Berlin;NY;USA;Other;25-34;Returning
7064;Peter;Brown;peter.brown7064@example.com;Paris;NSW;Canada;Female;65+;VIP
7065;Sarah;Smith;sarah.smith7065@example.com;Paris;BE;France;Female;25-34;VIP
7066;Chris;Williams;chris.williams7066@example.com;Sydney;ENG;France;Other;18-24;VIP
7067;Laura;Brown;laura.brown7067@example.com;Tokyo;ENG;USA;Female;25-34;New
7068;David;Smith;david.smith7068@example.com;Sydney;IDF;Germany;Female;35-44;Returning
7069;Peter;Smith;peter.smith7069@example.com;Sydney;BE;Australia;Other;18-24;Returning
